,Unnamed: 0,c_uniqueUnitID,between_days,DataType
163,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-20,acoustic
164,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-21,acoustic
165,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-22,acoustic
166,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-23,acoustic
167,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-24,acoustic
168,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-25,acoustic
169,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-26,acoustic
170,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-27,acoustic
171,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-28,acoustic
172,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-29,acoustic
173,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-30,acoustic
174,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-05-01,acoustic
175,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-05-02,acoustic
176,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-05-03,acoustic
177,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-05-04,acoustic
178,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-05-05,acoustic
179,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-05-06,acoustic
180,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-07,acoustic
181,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-08,acoustic
182,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-09,acoustic
183,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-10,acoustic
184,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-11,acoustic
185,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-12,acoustic
186,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-13,acoustic
187,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-14,acoustic
188,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-15,acoustic
189,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-16,acoustic
190,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-17,acoustic
191,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-18,acoustic
192,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-19,acoustic
193,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-20,acoustic
194,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-21,acoustic
195,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-22,acoustic
196,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-23,acoustic
197,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-24,acoustic
198,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-25,acoustic
199,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-26,acoustic
200,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-27,acoustic
201,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-02-28,acoustic
202,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-01,acoustic
203,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-02,acoustic
204,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-03,acoustic
205,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-04,acoustic
206,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-05,acoustic
207,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-06,acoustic
208,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-07,acoustic
209,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-08,acoustic
210,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-09,acoustic
211,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-10,acoustic
212,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-11,acoustic
213,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-12,acoustic
214,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-13,acoustic
215,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-14,acoustic
216,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-15,acoustic
217,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-16,acoustic
218,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-17,acoustic
219,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-18,acoustic
220,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-19,acoustic
221,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-20,acoustic
222,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-21,acoustic
223,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-22,acoustic
224,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-23,acoustic
225,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-24,acoustic
226,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-25,acoustic
227,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-26,acoustic
228,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-27,acoustic
229,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-28,acoustic
230,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-29,acoustic
231,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-30,acoustic
232,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-03-31,acoustic
233,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-01,acoustic
234,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-02,acoustic
235,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-03,acoustic
236,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-04,acoustic
237,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-05,acoustic
238,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-06,acoustic
239,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-07,acoustic
240,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-08,acoustic
241,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-09,acoustic
242,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-10,acoustic
243,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-11,acoustic
244,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-12,acoustic
245,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-13,acoustic
246,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-14,acoustic
247,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-15,acoustic
248,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-16,acoustic
249,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-17,acoustic
250,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-18,acoustic
251,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-19,acoustic
252,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-20,acoustic
253,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-21,acoustic
254,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-22,acoustic
255,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-23,acoustic
256,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-24,acoustic
257,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-25,acoustic
258,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-26,acoustic
259,21.0,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,2014-04-27,acoustic
