,Unnamed: 0,c_uniqueUnitID,between_days,DataType
0,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-17,acoustic
1,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-18,acoustic
2,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-19,acoustic
3,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-20,acoustic
4,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-21,acoustic
5,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-22,acoustic
6,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-23,acoustic
7,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-24,acoustic
8,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-25,acoustic
9,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-26,acoustic
10,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-27,acoustic
11,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-02-28,acoustic
12,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-01,acoustic
13,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-02,acoustic
14,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-03,acoustic
15,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-04,acoustic
16,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-05,acoustic
17,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-06,acoustic
18,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-07,acoustic
19,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-08,acoustic
20,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-09,acoustic
21,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-10,acoustic
22,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-11,acoustic
23,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-12,acoustic
24,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-13,acoustic
25,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-14,acoustic
26,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-15,acoustic
27,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-16,acoustic
28,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-17,acoustic
29,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-18,acoustic
30,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-19,acoustic
31,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-20,acoustic
32,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-21,acoustic
33,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-22,acoustic
34,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-23,acoustic
35,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-24,acoustic
36,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-25,acoustic
37,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-26,acoustic
38,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-27,acoustic
39,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-28,acoustic
40,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-29,acoustic
41,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-30,acoustic
42,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-03-31,acoustic
43,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-01,acoustic
44,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-02,acoustic
45,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-03,acoustic
46,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-04,acoustic
47,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-05,acoustic
48,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-06,acoustic
49,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-07,acoustic
50,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-08,acoustic
51,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-09,acoustic
52,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-10,acoustic
53,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-11,acoustic
54,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-12,acoustic
55,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-13,acoustic
56,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-14,acoustic
57,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-15,acoustic
58,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-16,acoustic
59,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-17,acoustic
60,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-18,acoustic
61,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-19,acoustic
62,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-20,acoustic
63,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-21,acoustic
64,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-22,acoustic
65,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-23,acoustic
66,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-24,acoustic
67,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-25,acoustic
68,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-26,acoustic
69,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-27,acoustic
70,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-28,acoustic
71,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-29,acoustic
72,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-04-30,acoustic
73,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-01,acoustic
74,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-02,acoustic
75,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-03,acoustic
76,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-04,acoustic
77,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-05,acoustic
78,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-06,acoustic
79,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-07,acoustic
80,0.0,2011_BRP_CCB_S1016_Dep20_20110217_PU0205_FD02018_CCB20,2011-05-08,acoustic
81,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-01-28,acoustic
82,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-01-29,acoustic
83,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-01-30,acoustic
84,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-01-31,acoustic
85,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-01,acoustic
86,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-02,acoustic
87,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-03,acoustic
88,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-04,acoustic
89,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-05,acoustic
90,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-06,acoustic
91,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-07,acoustic
92,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-08,acoustic
93,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-09,acoustic
94,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-10,acoustic
95,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-11,acoustic
96,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-12,acoustic
97,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-13,acoustic
98,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-14,acoustic
99,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-15,acoustic
100,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-16,acoustic
101,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-17,acoustic
102,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-18,acoustic
103,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-19,acoustic
104,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-20,acoustic
105,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-21,acoustic
106,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-22,acoustic
107,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-23,acoustic
108,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-24,acoustic
109,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-25,acoustic
110,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-26,acoustic
111,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-27,acoustic
112,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-02-28,acoustic
113,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-01,acoustic
114,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-02,acoustic
115,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-03,acoustic
116,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-04,acoustic
117,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-05,acoustic
118,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-06,acoustic
119,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-07,acoustic
120,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-08,acoustic
121,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-09,acoustic
122,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-10,acoustic
123,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-11,acoustic
124,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-12,acoustic
125,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-13,acoustic
126,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-14,acoustic
127,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-15,acoustic
128,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-16,acoustic
129,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-17,acoustic
130,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-18,acoustic
131,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-19,acoustic
132,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-20,acoustic
133,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-21,acoustic
134,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-22,acoustic
135,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-23,acoustic
136,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-24,acoustic
137,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-25,acoustic
138,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-26,acoustic
139,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-27,acoustic
140,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-28,acoustic
141,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-29,acoustic
142,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-30,acoustic
143,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-03-31,acoustic
144,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-01,acoustic
145,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-02,acoustic
146,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-03,acoustic
147,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-04,acoustic
148,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-05,acoustic
149,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-06,acoustic
150,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-07,acoustic
151,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-08,acoustic
152,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-09,acoustic
153,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-10,acoustic
154,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-11,acoustic
155,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-12,acoustic
156,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-13,acoustic
157,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-14,acoustic
158,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-15,acoustic
159,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-16,acoustic
160,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-17,acoustic
161,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-18,acoustic
162,8.0,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,2013-04-19,acoustic
