,Date,DataType,sightings,Overlap
607,2016-03-01,Acoustic,,AcousticWhale
608,2016-03-02,Acoustic,,Acoustic
609,2016-03-03,Acoustic,,Acoustic
610,2016-03-04,Acoustic,,AcousticWhale
611,2016-03-05,Acoustic,,Acoustic
612,2016-03-06,Acoustic,,AcousticWhale
613,2016-03-07,Acoustic,,Acoustic
614,2016-03-08,Acoustic,,AcousticWhaleZooplankton
615,2016-03-09,Acoustic,,Acoustic
616,2016-03-10,Acoustic,,AcousticWhale
617,2016-03-11,Acoustic,,Acoustic
618,2016-03-12,Acoustic,,Acoustic
619,2016-03-13,Acoustic,,Acoustic
620,2016-03-14,Acoustic,,Acoustic
621,2016-03-15,Acoustic,,Acoustic
622,2016-03-16,Acoustic,,Acoustic
623,2016-03-17,Acoustic,,AcousticWhale
624,2016-03-18,Acoustic,,Acoustic
625,2016-03-19,Acoustic,,AcousticWhale
626,2016-03-20,Acoustic,,Acoustic
627,2016-03-21,Acoustic,,Acoustic
628,2016-03-22,Acoustic,,Acoustic
629,2016-03-23,Acoustic,,AcousticWhale
630,2016-03-24,Acoustic,,Acoustic
631,2016-03-25,Acoustic,,Acoustic
632,2016-03-26,Acoustic,,Acoustic
633,2016-03-27,Acoustic,,AcousticWhale
634,2016-03-28,Acoustic,,Acoustic
635,2016-03-29,Acoustic,,Acoustic
636,2016-03-30,Acoustic,,AcousticWhaleZooplankton
637,2016-03-31,Acoustic,,Acoustic
638,2016-04-01,Acoustic,,AcousticWhale
639,2016-04-02,Acoustic,,AcousticWhale
640,2016-04-03,Acoustic,,Acoustic
641,2016-04-04,Acoustic,,Acoustic
642,2016-04-05,Acoustic,,Acoustic
643,2016-04-06,Acoustic,,AcousticWhaleZooplankton
644,2016-04-07,Acoustic,,Acoustic
645,2016-04-08,Acoustic,,Acoustic
646,2016-04-09,Acoustic,,AcousticWhaleZooplankton
647,2016-04-10,Acoustic,,Acoustic
648,2016-04-11,Acoustic,,Acoustic
649,2016-04-12,Acoustic,,Acoustic
650,2016-04-13,Acoustic,,AcousticWhale
651,2016-04-14,Acoustic,,Acoustic
652,2016-04-15,Acoustic,,Acoustic
653,2016-04-16,Acoustic,,Acoustic
654,2016-04-17,Acoustic,,AcousticWhale
655,2016-04-18,Acoustic,,AcousticWhaleZooplankton
656,2016-04-19,Acoustic,,AcousticWhale
657,2016-04-20,Acoustic,,Acoustic
658,2016-04-21,Acoustic,,AcousticWhale
659,2016-04-22,Acoustic,,AcousticWhale
660,2016-04-23,Acoustic,,Acoustic
661,2016-04-24,Acoustic,,Acoustic
662,2016-04-25,Acoustic,,AcousticWhaleZooplankton
663,2016-04-26,Acoustic,,Acoustic
664,2016-04-27,Acoustic,,AcousticWhaleZooplankton
665,2016-04-28,Acoustic,,AcousticWhale
666,2016-04-29,Acoustic,,AcousticWhaleZooplankton
667,2016-04-30,Acoustic,,AcousticWhale
668,2016-05-01,Acoustic,,Acoustic
669,2016-05-02,Acoustic,,Acoustic
670,2016-05-03,Acoustic,,Acoustic
671,2016-05-04,Acoustic,,Acoustic
672,2016-05-05,Acoustic,,Acoustic
673,2016-05-06,Acoustic,,Acoustic
674,2016-05-07,Acoustic,,Acoustic
675,2016-05-08,Acoustic,,Acoustic
676,2016-05-09,Acoustic,,Acoustic
677,2016-05-10,Acoustic,,Acoustic
678,2016-05-11,Acoustic,,Acoustic
679,2016-05-12,Acoustic,,Acoustic
680,2016-05-13,Acoustic,,Acoustic
681,2016-05-14,Acoustic,,Acoustic
682,2016-05-15,Acoustic,,Acoustic
683,2016-05-16,Acoustic,,Acoustic
684,2016-05-17,Acoustic,,Acoustic
685,2016-05-18,Acoustic,,Acoustic
686,2016-05-19,Acoustic,,Acoustic
687,2016-05-20,Acoustic,,Acoustic
688,2016-05-21,Acoustic,,Acoustic
689,2016-05-22,Acoustic,,Acoustic
690,2016-05-23,Acoustic,,Acoustic
691,2016-05-24,Acoustic,,Acoustic
692,2016-05-25,Acoustic,,Acoustic
693,2017-02-21,Acoustic,,AcousticWhale
694,2017-02-22,Acoustic,,Acoustic
695,2017-02-23,Acoustic,,AcousticWhale
696,2017-02-24,Acoustic,,AcousticWhale
697,2017-02-25,Acoustic,,Acoustic
698,2017-02-26,Acoustic,,Acoustic
699,2017-02-27,Acoustic,,Acoustic
700,2017-02-28,Acoustic,,AcousticWhaleZooplankton
701,2017-03-01,Acoustic,,Acoustic
702,2017-03-02,Acoustic,,Acoustic
703,2017-03-03,Acoustic,,Acoustic
704,2017-03-04,Acoustic,,Acoustic
705,2017-03-05,Acoustic,,Acoustic
706,2017-03-06,Acoustic,,AcousticWhale
707,2017-03-07,Acoustic,,Acoustic
708,2017-03-08,Acoustic,,Acoustic
709,2017-03-09,Acoustic,,Acoustic
710,2017-03-10,Acoustic,,Acoustic
711,2017-03-11,Acoustic,,Acoustic
712,2017-03-12,Acoustic,,Acoustic
713,2017-03-13,Acoustic,,Acoustic
714,2017-03-14,Acoustic,,AcousticWhale
715,2017-03-15,Acoustic,,Acoustic
716,2017-03-16,Acoustic,,Acoustic
717,2017-03-17,Acoustic,,Acoustic
718,2017-03-18,Acoustic,,AcousticWhaleZooplankton
719,2017-03-19,Acoustic,,Acoustic
720,2017-03-20,Acoustic,,Acoustic
721,2017-03-21,Acoustic,,AcousticWhale
722,2017-03-22,Acoustic,,Acoustic
723,2017-03-23,Acoustic,,Acoustic
724,2017-03-24,Acoustic,,Acoustic
725,2017-03-25,Acoustic,,AcousticWhale
726,2017-03-26,Acoustic,,Acoustic
727,2017-03-27,Acoustic,,Acoustic
728,2017-03-28,Acoustic,,AcousticWhale
729,2017-03-29,Acoustic,,Acoustic
730,2017-03-30,Acoustic,,Acoustic
731,2017-03-31,Acoustic,,AcousticWhaleZooplankton
732,2017-04-01,Acoustic,,Acoustic
733,2017-04-02,Acoustic,,Acoustic
734,2017-04-03,Acoustic,,AcousticWhaleZooplankton
735,2017-04-04,Acoustic,,Acoustic
736,2017-04-05,Acoustic,,Acoustic
737,2017-04-06,Acoustic,,Acoustic
738,2017-04-07,Acoustic,,Acoustic
739,2017-04-08,Acoustic,,Acoustic
740,2017-04-09,Acoustic,,AcousticWhaleZooplankton
741,2017-04-10,Acoustic,,Acoustic
742,2017-04-11,Acoustic,,AcousticWhale
743,2017-04-12,Acoustic,,AcousticWhaleZooplankton
744,2017-04-13,Acoustic,,AcousticWhale
745,2017-04-14,Acoustic,,AcousticWhaleZooplankton
746,2017-04-15,Acoustic,,AcousticWhale
747,2017-04-16,Acoustic,,Acoustic
748,2017-04-17,Acoustic,,AcousticWhale
749,2017-04-18,Acoustic,,AcousticWhaleZooplankton
750,2017-04-19,Acoustic,,AcousticWhale
751,2017-04-20,Acoustic,,AcousticWhale
752,2017-04-21,Acoustic,,Acoustic
753,2017-04-22,Acoustic,,Acoustic
754,2017-04-23,Acoustic,,AcousticWhale
755,2017-04-24,Acoustic,,AcousticWhale
756,2017-04-25,Acoustic,,Acoustic
757,2017-04-26,Acoustic,,Acoustic
758,2017-04-27,Acoustic,,AcousticWhale
759,2017-04-28,Acoustic,,Acoustic
760,2017-04-29,Acoustic,,Acoustic
761,2017-04-30,Acoustic,,AcousticWhale
762,2017-05-01,Acoustic,,AcousticWhale
763,2017-05-02,Acoustic,,Acoustic
764,2017-05-03,Acoustic,,Acoustic
765,2017-05-04,Acoustic,,AcousticWhaleZooplankton
766,2017-05-05,Acoustic,,Acoustic
767,2017-05-06,Acoustic,,Acoustic
768,2017-05-07,Acoustic,,Acoustic
769,2017-05-08,Acoustic,,Acoustic
770,2017-05-09,Acoustic,,AcousticZooplankton
771,2017-05-10,Acoustic,,Acoustic
772,2017-05-11,Acoustic,,Acoustic
773,2017-05-12,Acoustic,,Acoustic
774,2017-05-13,Acoustic,,Acoustic
775,2017-05-14,Acoustic,,Acoustic
776,2017-05-15,Acoustic,,Acoustic
777,2017-05-16,Acoustic,,Acoustic
778,2018-02-13,Acoustic,,AcousticWhale
779,2018-02-14,Acoustic,,Acoustic
780,2018-02-15,Acoustic,,AcousticWhale
781,2018-02-16,Acoustic,,Acoustic
782,2018-02-17,Acoustic,,AcousticWhale
783,2018-02-18,Acoustic,,Acoustic
784,2018-02-19,Acoustic,,Acoustic
785,2018-02-20,Acoustic,,Acoustic
786,2018-02-21,Acoustic,,Acoustic
787,2018-02-22,Acoustic,,Acoustic
788,2018-02-23,Acoustic,,Acoustic
789,2018-02-24,Acoustic,,AcousticWhaleZooplankton
790,2018-02-25,Acoustic,,Acoustic
791,2018-02-26,Acoustic,,Acoustic
792,2018-02-27,Acoustic,,AcousticWhale
793,2018-02-28,Acoustic,,Acoustic
794,2018-03-01,Acoustic,,AcousticWhale
795,2018-03-02,Acoustic,,Acoustic
796,2018-03-03,Acoustic,,Acoustic
797,2018-03-04,Acoustic,,Acoustic
798,2018-03-05,Acoustic,,Acoustic
799,2018-03-06,Acoustic,,Acoustic
800,2018-03-07,Acoustic,,Acoustic
801,2018-03-08,Acoustic,,Acoustic
802,2018-03-09,Acoustic,,Acoustic
803,2018-03-10,Acoustic,,Acoustic
804,2018-03-11,Acoustic,,Acoustic
805,2018-03-12,Acoustic,,AcousticWhaleZooplankton
806,2018-03-13,Acoustic,,Acoustic
807,2018-03-14,Acoustic,,Acoustic
808,2018-03-15,Acoustic,,Acoustic
809,2018-03-16,Acoustic,,Acoustic
810,2018-03-17,Acoustic,,Acoustic
811,2018-03-18,Acoustic,,Acoustic
812,2018-03-19,Acoustic,,Acoustic
813,2018-03-20,Acoustic,,AcousticWhaleZooplankton
814,2018-03-21,Acoustic,,Acoustic
815,2018-03-22,Acoustic,,Acoustic
816,2018-03-23,Acoustic,,Acoustic
817,2018-03-24,Acoustic,,AcousticWhale
818,2018-03-25,Acoustic,,Acoustic
819,2018-03-26,Acoustic,,Acoustic
820,2018-03-27,Acoustic,,Acoustic
821,2018-03-28,Acoustic,,AcousticWhaleZooplankton
822,2018-03-29,Acoustic,,AcousticWhale
823,2018-03-30,Acoustic,,Acoustic
824,2018-03-31,Acoustic,,Acoustic
825,2018-04-01,Acoustic,,Acoustic
826,2018-04-02,Acoustic,,AcousticWhale
827,2018-04-03,Acoustic,,AcousticWhale
828,2018-04-04,Acoustic,,Acoustic
829,2018-04-05,Acoustic,,Acoustic
830,2018-04-06,Acoustic,,Acoustic
831,2018-04-07,Acoustic,,Acoustic
832,2018-04-08,Acoustic,,Acoustic
833,2018-04-09,Acoustic,,Acoustic
834,2018-04-10,Acoustic,,AcousticWhale
835,2018-04-11,Acoustic,,AcousticWhaleZooplankton
836,2018-04-12,Acoustic,,Acoustic
837,2018-04-13,Acoustic,,AcousticWhaleZooplankton
838,2018-04-14,Acoustic,,Acoustic
839,2018-04-15,Acoustic,,Acoustic
840,2018-04-16,Acoustic,,Acoustic
841,2018-04-17,Acoustic,,Acoustic
842,2018-04-18,Acoustic,,Acoustic
843,2018-04-19,Acoustic,,Acoustic
844,2018-04-20,Acoustic,,Acoustic
845,2018-04-21,Acoustic,,AcousticWhale
846,2018-04-22,Acoustic,,AcousticWhaleZooplankton
847,2018-04-23,Acoustic,,AcousticWhale
848,2018-04-24,Acoustic,,Acoustic
849,2018-04-25,Acoustic,,Acoustic
850,2018-04-26,Acoustic,,AcousticWhale
851,2018-04-27,Acoustic,,AcousticWhaleZooplankton
852,2018-04-28,Acoustic,,AcousticWhale
853,2018-04-29,Acoustic,,Acoustic
854,2018-04-30,Acoustic,,AcousticWhaleZooplankton
855,2018-05-01,Acoustic,,AcousticWhale
856,2018-05-02,Acoustic,,Acoustic
857,2018-05-03,Acoustic,,AcousticWhale
858,2018-05-04,Acoustic,,AcousticWhale
859,2018-05-05,Acoustic,,AcousticWhale
860,2018-05-06,Acoustic,,AcousticWhaleZooplankton
861,2018-05-07,Acoustic,,AcousticWhale
862,2018-05-08,Acoustic,,AcousticWhale
863,2018-05-09,Acoustic,,AcousticWhale
864,2018-05-10,Acoustic,,Acoustic
865,2018-05-11,Acoustic,,Acoustic
866,2018-05-12,Acoustic,,Acoustic
867,2018-05-13,Acoustic,,AcousticWhale
868,2018-05-14,Acoustic,,Acoustic
869,2018-05-15,Acoustic,,Acoustic
870,2018-05-16,Acoustic,,Acoustic
871,2018-05-17,Acoustic,,Acoustic
872,2018-05-18,Acoustic,,Acoustic
873,2018-05-19,Acoustic,,Acoustic
874,2018-05-20,Acoustic,,Acoustic
875,2018-05-21,Acoustic,,Acoustic
876,2018-05-22,Acoustic,,Acoustic
877,2018-05-23,Acoustic,,Acoustic
878,2018-05-24,Acoustic,,Acoustic
879,2018-05-25,Acoustic,,Acoustic
880,2018-05-26,Acoustic,,Acoustic
881,2018-05-27,Acoustic,,Acoustic
882,2018-05-28,Acoustic,,Acoustic
883,2018-05-29,Acoustic,,Acoustic
884,2018-05-30,Acoustic,,Acoustic
885,2008-01-12,Whale,1.0,Whale
886,2008-01-29,Whale,1.0,Whale
887,2008-02-03,Whale,2.0,Whale
888,2008-02-04,Whale,2.0,Whale
889,2008-02-21,Whale,1.0,Whale
890,2008-02-25,Whale,1.0,AcousticWhale
891,2008-02-29,Whale,5.0,AcousticWhale
892,2008-03-06,Whale,18.0,AcousticWhale
893,2008-03-07,Whale,12.0,AcousticWhale
894,2008-03-11,Whale,31.0,AcousticWhale
895,2008-03-14,Whale,37.0,AcousticWhale
896,2008-03-18,Whale,5.0,AcousticWhale
897,2008-03-24,Whale,16.0,AcousticWhale
898,2008-03-27,Whale,25.0,AcousticWhale
899,2008-04-08,Whale,34.0,AcousticWhale
900,2008-04-09,Whale,101.0,AcousticWhale
901,2008-04-10,Whale,58.0,AcousticWhale
902,2008-04-11,Whale,17.0,AcousticWhale
903,2008-04-14,Whale,14.0,AcousticWhale
904,2008-04-15,Whale,91.0,AcousticWhale
905,2008-04-19,Whale,66.0,AcousticWhale
906,2008-04-20,Whale,1.0,AcousticWhale
907,2008-04-21,Whale,67.0,AcousticWhale
908,2008-04-23,Whale,33.0,AcousticWhale
909,2008-04-25,Whale,3.0,AcousticWhale
910,2008-04-26,Whale,2.0,AcousticWhale
911,2008-04-27,Whale,2.0,AcousticWhale
912,2008-04-28,Whale,1.0,AcousticWhale
913,2008-05-01,Whale,9.0,AcousticWhale
914,2008-05-15,Whale,1.0,AcousticWhale
915,2009-01-26,Whale,1.0,Whale
916,2009-01-30,Whale,2.0,Whale
917,2009-02-02,Whale,2.0,Whale
918,2009-02-11,Whale,12.0,Whale
919,2009-02-16,Whale,18.0,Whale
920,2009-02-18,Whale,3.0,AcousticWhale
921,2009-02-22,Whale,2.0,AcousticWhale
922,2009-02-25,Whale,28.0,AcousticWhale
923,2009-02-26,Whale,2.0,AcousticWhale
924,2009-03-10,Whale,54.0,AcousticWhale
925,2009-03-14,Whale,2.0,AcousticWhale
926,2009-03-15,Whale,137.0,AcousticWhale
927,2009-03-17,Whale,53.0,AcousticWhale
928,2009-03-26,Whale,59.0,AcousticWhale
929,2009-04-01,Whale,6.0,AcousticWhale
930,2009-04-09,Whale,16.0,AcousticWhale
931,2009-04-10,Whale,113.0,AcousticWhale
932,2009-04-14,Whale,64.0,AcousticWhale
933,2009-04-17,Whale,91.0,AcousticWhale
934,2009-04-18,Whale,21.0,AcousticWhale
935,2009-04-24,Whale,20.0,AcousticWhale
936,2009-04-25,Whale,2.0,AcousticWhale
937,2009-04-26,Whale,1.0,AcousticWhale
938,2009-04-27,Whale,25.0,AcousticWhale
939,2009-04-30,Whale,1.0,AcousticWhale
940,2009-05-04,Whale,1.0,AcousticWhale
941,2009-09-26,Whale,1.0,Whale
942,2010-01-28,Whale,1.0,Whale
943,2010-02-02,Whale,27.0,Whale
944,2010-02-03,Whale,22.0,Whale
945,2010-02-13,Whale,14.0,Whale
946,2010-02-22,Whale,1.0,Whale
947,2010-02-28,Whale,3.0,Whale
948,2010-03-02,Whale,1.0,Whale
949,2010-03-07,Whale,14.0,Whale
950,2010-03-12,Whale,2.0,AcousticWhale
951,2010-03-17,Whale,2.0,AcousticWhale
952,2010-03-19,Whale,3.0,AcousticWhale
953,2010-03-21,Whale,16.0,AcousticWhale
954,2010-03-25,Whale,10.0,AcousticWhale
955,2010-03-28,Whale,8.0,AcousticWhale
956,2010-04-01,Whale,6.0,AcousticWhale
957,2010-04-02,Whale,62.0,AcousticWhale
958,2010-04-03,Whale,7.0,AcousticWhale
959,2010-04-04,Whale,6.0,AcousticWhale
960,2010-04-05,Whale,35.0,AcousticWhale
961,2010-04-06,Whale,12.0,AcousticWhale
962,2010-04-08,Whale,2.0,AcousticWhale
963,2010-04-10,Whale,1.0,AcousticWhale
964,2010-04-12,Whale,88.0,AcousticWhale
965,2010-04-13,Whale,74.0,AcousticWhale
966,2010-04-14,Whale,5.0,AcousticWhale
967,2010-04-18,Whale,12.0,AcousticWhale
968,2010-04-20,Whale,15.0,AcousticWhale
969,2011-01-06,Whale,3.0,Whale
970,2011-01-17,Whale,1.0,Whale
971,2011-01-22,Whale,6.0,Whale
972,2011-01-28,Whale,18.0,Whale
973,2011-01-29,Whale,6.0,Whale
974,2011-02-07,Whale,5.0,Whale
975,2011-02-17,Whale,24.0,AcousticWhaleZooplankton
976,2011-02-24,Whale,4.0,AcousticWhaleZooplankton
977,2011-03-04,Whale,1.0,AcousticWhale
978,2011-03-08,Whale,17.0,AcousticWhale
979,2011-03-13,Whale,13.0,AcousticWhale
980,2011-03-17,Whale,65.0,AcousticWhaleZooplankton
981,2011-03-20,Whale,10.0,AcousticWhale
982,2011-03-23,Whale,43.0,AcousticWhale
983,2011-03-26,Whale,1.0,AcousticWhale
984,2011-03-30,Whale,59.0,AcousticWhale
985,2011-04-07,Whale,11.0,AcousticWhale
986,2011-04-08,Whale,38.0,AcousticWhale
987,2011-04-14,Whale,98.0,AcousticWhale
988,2011-04-15,Whale,7.0,AcousticWhale
989,2011-04-19,Whale,121.0,AcousticWhaleZooplankton
990,2011-04-22,Whale,120.0,AcousticWhale
991,2011-04-24,Whale,59.0,AcousticWhale
992,2011-04-25,Whale,90.0,AcousticWhaleZooplankton
993,2011-04-27,Whale,2.0,AcousticWhale
994,2011-04-29,Whale,94.0,AcousticWhaleZooplankton
995,2011-04-30,Whale,3.0,AcousticWhale
996,2011-05-02,Whale,4.0,AcousticWhale
997,2011-05-03,Whale,33.0,AcousticWhale
998,2011-11-30,Whale,1.0,Whale
999,2011-12-03,Whale,3.0,Whale
1000,2012-01-07,Whale,35.0,Whale
1001,2012-01-16,Whale,16.0,Whale
1002,2012-01-23,Whale,12.0,Whale
1003,2012-01-26,Whale,40.0,WhaleZooplankton
1004,2012-02-02,Whale,14.0,Whale
1005,2012-02-05,Whale,47.0,Whale
1006,2012-02-09,Whale,23.0,WhaleZooplankton
1007,2012-02-15,Whale,76.0,WhaleZooplankton
1008,2012-02-16,Whale,3.0,Whale
1009,2012-02-27,Whale,9.0,WhaleZooplankton
1010,2012-02-29,Whale,60.0,WhaleZooplankton
1011,2012-03-04,Whale,33.0,Whale
1012,2012-03-12,Whale,24.0,Whale
1013,2012-03-16,Whale,40.0,Whale
1014,2012-03-17,Whale,31.0,Whale
1015,2012-03-18,Whale,1.0,Whale
1016,2012-03-19,Whale,51.0,Whale
1017,2012-03-20,Whale,36.0,Whale
1018,2012-03-21,Whale,27.0,Whale
1019,2012-03-23,Whale,38.0,WhaleZooplankton
1020,2012-03-31,Whale,2.0,Whale
1021,2012-04-01,Whale,11.0,WhaleZooplankton
1022,2012-04-06,Whale,2.0,Whale
1023,2012-04-13,Whale,111.0,WhaleZooplankton
1024,2012-04-17,Whale,26.0,WhaleZooplankton
1025,2012-04-19,Whale,3.0,Whale
1026,2012-08-16,Whale,1.0,Whale
1027,2012-11-18,Whale,1.0,Whale
1028,2012-12-12,Whale,1.0,Whale
1029,2012-12-13,Whale,15.0,Whale
1030,2012-12-29,Whale,5.0,Whale
1031,2013-01-06,Whale,4.0,Whale
1032,2013-01-11,Whale,32.0,Whale
1033,2013-01-12,Whale,4.0,Whale
1034,2013-01-17,Whale,2.0,Whale
1035,2013-01-21,Whale,2.0,Whale
1036,2013-01-28,Whale,9.0,AcousticWhaleZooplankton
1037,2013-02-05,Whale,13.0,AcousticWhale
1038,2013-02-06,Whale,7.0,AcousticWhale
1039,2013-02-13,Whale,7.0,AcousticWhale
1040,2013-02-19,Whale,1.0,AcousticWhale
1041,2013-02-23,Whale,2.0,AcousticWhale
1042,2013-02-26,Whale,8.0,AcousticWhale
1043,2013-03-11,Whale,4.0,AcousticWhaleZooplankton
1044,2013-03-13,Whale,6.0,AcousticWhale
1045,2013-03-18,Whale,28.0,AcousticWhaleZooplankton
1046,2013-03-21,Whale,16.0,AcousticWhale
1047,2013-03-27,Whale,4.0,AcousticWhale
1048,2013-03-29,Whale,2.0,AcousticWhale
1049,2013-03-30,Whale,2.0,AcousticWhale
1050,2013-04-04,Whale,4.0,AcousticWhale
1051,2013-04-08,Whale,44.0,AcousticWhaleZooplankton
1052,2013-04-10,Whale,58.0,AcousticWhale
1053,2013-04-11,Whale,13.0,AcousticWhale
1054,2013-04-13,Whale,5.0,AcousticWhale
1055,2013-04-14,Whale,49.0,AcousticWhale
1056,2013-04-15,Whale,130.0,AcousticWhaleZooplankton
1057,2013-04-17,Whale,96.0,AcousticWhale
1058,2013-04-18,Whale,24.0,AcousticWhale
1059,2013-04-21,Whale,43.0,AcousticWhale
1060,2013-04-23,Whale,1.0,AcousticWhale
1061,2013-04-26,Whale,137.0,AcousticWhaleZooplankton
1062,2013-04-27,Whale,117.0,AcousticWhale
1063,2013-04-28,Whale,62.0,AcousticWhale
1064,2013-04-29,Whale,106.0,AcousticWhaleZooplankton
1065,2013-04-30,Whale,30.0,AcousticWhale
1066,2013-05-01,Whale,52.0,AcousticWhaleZooplankton
1067,2013-10-31,Whale,1.0,Whale
1068,2013-12-29,Whale,2.0,Whale
1069,2014-01-05,Whale,12.0,Whale
1070,2014-01-10,Whale,2.0,Whale
1071,2014-01-16,Whale,2.0,Whale
1072,2014-01-17,Whale,16.0,Whale
1073,2014-02-01,Whale,6.0,Whale
1074,2014-02-08,Whale,7.0,Whale
1075,2014-02-12,Whale,19.0,Whale
1076,2014-02-20,Whale,33.0,Whale
1077,2014-02-23,Whale,14.0,Whale
1078,2014-03-01,Whale,11.0,AcousticWhale
1079,2014-03-04,Whale,48.0,AcousticWhaleZooplankton
1080,2014-03-07,Whale,7.0,AcousticWhale
1081,2014-03-08,Whale,2.0,AcousticWhale
1082,2014-03-10,Whale,25.0,AcousticWhale
1083,2014-03-12,Whale,7.0,AcousticWhale
1084,2014-03-14,Whale,2.0,AcousticWhale
1085,2014-03-17,Whale,7.0,AcousticWhale
1086,2014-03-18,Whale,48.0,AcousticWhale
1087,2014-03-19,Whale,6.0,AcousticWhale
1088,2014-03-23,Whale,55.0,AcousticWhale
1089,2014-03-25,Whale,71.0,AcousticWhaleZooplankton
1090,2014-04-02,Whale,77.0,AcousticWhaleZooplankton
1091,2014-04-04,Whale,103.0,AcousticWhaleZooplankton
1092,2014-04-06,Whale,67.0,AcousticWhale
1093,2014-04-07,Whale,6.0,AcousticWhale
1094,2014-04-09,Whale,98.0,AcousticWhaleZooplankton
1095,2014-04-12,Whale,127.0,AcousticWhaleZooplankton
1096,2014-04-17,Whale,3.0,AcousticWhale
1097,2014-04-18,Whale,75.0,AcousticWhaleZooplankton
1098,2014-04-19,Whale,13.0,AcousticWhale
1099,2014-04-21,Whale,56.0,AcousticWhaleZooplankton
1100,2014-04-25,Whale,8.0,AcousticWhaleZooplankton
1101,2014-12-22,Whale,7.0,Whale
1102,2015-01-11,Whale,5.0,Whale
1103,2015-01-21,Whale,1.0,Whale
1104,2015-01-23,Whale,4.0,Whale
1105,2015-02-12,Whale,17.0,Whale
1106,2015-02-18,Whale,6.0,AcousticWhaleZooplankton
1107,2015-02-24,Whale,10.0,AcousticWhale
1108,2015-02-28,Whale,6.0,AcousticWhale
1109,2015-03-03,Whale,7.0,AcousticWhale
1110,2015-03-06,Whale,7.0,AcousticWhale
1111,2015-03-07,Whale,1.0,AcousticWhale
1112,2015-03-10,Whale,4.0,AcousticWhale
1113,2015-03-20,Whale,1.0,AcousticWhaleZooplankton
1114,2015-04-06,Whale,29.0,AcousticWhaleZooplankton
1115,2015-04-12,Whale,4.0,AcousticWhale
1116,2015-04-15,Whale,14.0,AcousticWhaleZooplankton
1117,2015-04-16,Whale,15.0,AcousticWhale
1118,2015-04-18,Whale,62.0,AcousticWhaleZooplankton
1119,2015-04-19,Whale,33.0,AcousticWhale
1120,2015-04-21,Whale,5.0,AcousticWhale
1121,2015-04-22,Whale,28.0,AcousticWhale
1122,2015-04-25,Whale,56.0,AcousticWhale
1123,2015-04-26,Whale,58.0,AcousticWhale
1124,2015-04-27,Whale,77.0,AcousticWhaleZooplankton
1125,2015-04-29,Whale,80.0,AcousticWhale
1126,2015-04-30,Whale,72.0,AcousticWhale
1127,2015-05-01,Whale,9.0,AcousticWhale
1128,2015-05-02,Whale,123.0,AcousticWhale
1129,2015-05-03,Whale,7.0,AcousticWhale
1130,2015-05-04,Whale,61.0,AcousticWhale
1131,2015-05-06,Whale,91.0,AcousticWhaleZooplankton
1132,2015-05-07,Whale,6.0,AcousticWhale
1133,2015-05-08,Whale,54.0,AcousticWhaleZooplankton
1134,2015-05-09,Whale,6.0,AcousticWhale
1135,2015-05-11,Whale,13.0,AcousticWhale
1136,2015-07-23,Whale,2.0,Whale
1137,2015-08-29,Whale,1.0,Whale
1138,2015-08-30,Whale,1.0,Whale
1139,2015-09-02,Whale,1.0,Whale
1140,2016-01-07,Whale,2.0,Whale
1141,2016-01-15,Whale,3.0,Whale
1142,2016-01-30,Whale,3.0,Whale
1143,2016-02-07,Whale,2.0,Whale
1144,2016-02-12,Whale,2.0,Whale
1145,2016-02-17,Whale,1.0,AcousticWhale
1146,2016-02-19,Whale,6.0,AcousticWhale
1147,2016-02-21,Whale,8.0,AcousticWhale
1148,2016-02-27,Whale,9.0,AcousticWhale
1149,2016-03-01,Whale,17.0,AcousticWhale
1150,2016-03-04,Whale,6.0,AcousticWhale
1151,2016-03-06,Whale,21.0,AcousticWhale
1152,2016-03-08,Whale,53.0,AcousticWhaleZooplankton
1153,2016-03-10,Whale,14.0,AcousticWhale
1154,2016-03-17,Whale,10.0,AcousticWhale
1155,2016-03-19,Whale,7.0,AcousticWhale
1156,2016-03-23,Whale,35.0,AcousticWhale
1157,2016-03-27,Whale,146.0,AcousticWhale
1158,2016-03-30,Whale,103.0,AcousticWhaleZooplankton
1159,2016-04-01,Whale,2.0,AcousticWhale
1160,2016-04-02,Whale,29.0,AcousticWhale
1161,2016-04-06,Whale,62.0,AcousticWhaleZooplankton
1162,2016-04-09,Whale,46.0,AcousticWhaleZooplankton
1163,2016-04-13,Whale,33.0,AcousticWhale
1164,2016-04-17,Whale,19.0,AcousticWhale
1165,2016-04-18,Whale,26.0,AcousticWhaleZooplankton
1166,2016-04-19,Whale,4.0,AcousticWhale
1167,2016-04-21,Whale,25.0,AcousticWhale
1168,2016-04-22,Whale,21.0,AcousticWhale
1169,2016-04-25,Whale,40.0,AcousticWhaleZooplankton
1170,2016-04-27,Whale,16.0,AcousticWhaleZooplankton
1171,2016-04-28,Whale,10.0,AcousticWhale
1172,2016-04-29,Whale,6.0,AcousticWhaleZooplankton
1173,2016-04-30,Whale,2.0,AcousticWhale
1174,2017-01-17,Whale,2.0,Whale
1175,2017-01-19,Whale,7.0,Whale
1176,2017-01-30,Whale,11.0,Whale
1177,2017-02-03,Whale,4.0,Whale
1178,2017-02-14,Whale,15.0,Whale
1179,2017-02-19,Whale,21.0,Whale
1180,2017-02-21,Whale,8.0,AcousticWhale
1181,2017-02-23,Whale,2.0,AcousticWhale
