,between_days,DataType,depYear,c_uniqueUnitID,latitudeDeployed_DecDeg,longitudeDeployed_DecDeg
17,2014-05-05,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-05,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-05,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-05,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-05,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-06,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-06,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-06,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-06,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-06,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-07,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-07,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-07,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-07,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-07,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-08,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-08,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-08,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-08,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-08,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-09,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-09,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-09,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-09,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-09,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
74,2014-05-09,Aerial,2014,,41.84,-70.15
17,2014-05-10,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-10,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-10,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-10,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-10,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-11,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-11,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-11,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-11,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-11,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-12,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-12,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-12,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-12,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-12,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-13,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-13,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-13,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-13,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-13,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-14,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-14,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-14,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-14,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-14,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-15,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-15,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-15,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-15,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-15,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-16,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-16,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-16,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-16,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-16,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-17,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-17,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-17,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-17,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
21,2014-05-17,Acoustic,2014,2014_BRP_CCB_S1038_Dep23_20140131_AM0269_AM00000,41.9563,-70.231333
17,2014-05-18,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-18,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-18,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-18,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
17,2014-05-19,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-19,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-19,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-19,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
17,2014-05-20,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-20,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-20,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-20,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
17,2014-05-21,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0076_FD02438_MARU,41.937517,-70.237367
18,2014-05-21,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0092_FD02468_MARU,41.967333,-70.2545
19,2014-05-21,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0116_FD02420_MARU,41.9635,-70.203417
20,2014-05-21,Acoustic,2014,2014_BRP_CCB_S1037_Dep23_20140301_PU0188_FD10020_MARU,41.9563,-70.231367
22,2015-02-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
75,2015-02-18,Aerial,2015,,42.10833333,-70.16667
33,2015-02-18,Zooplankton,2015,,41.97,-70.43
22,2015-02-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-22,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-22,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-22,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-22,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-23,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-23,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-23,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-23,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-24,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-24,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-24,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-24,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
76,2015-02-24,Aerial,2015,,42.10833333,-70.16667
22,2015-02-25,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-25,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-25,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-25,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-26,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-26,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-26,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-26,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-27,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-27,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-27,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-27,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-02-28,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-02-28,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-02-28,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-02-28,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
77,2015-02-28,Aerial,2015,,42.10833333,-70.16667
22,2015-03-01,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-01,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-01,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-01,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-02,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-02,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-02,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-02,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-03,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-03,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-03,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-03,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
78,2015-03-03,Aerial,2015,,42.10833333,-70.16667
22,2015-03-04,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-04,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-04,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-04,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-05,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-05,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-05,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-05,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-06,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-06,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-06,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-06,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
79,2015-03-06,Aerial,2015,,42.10833333,-70.16667
22,2015-03-07,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-07,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-07,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-07,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-08,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-08,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-08,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-08,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-09,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-09,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-09,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-09,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-10,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-10,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-10,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-10,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-11,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-11,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-11,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-11,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-12,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-12,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-12,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-12,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-13,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-13,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-13,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-13,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-14,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-14,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-14,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-14,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-15,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-15,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-15,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-15,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-16,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-16,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-16,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-16,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-17,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-18,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-19,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
22,2015-03-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
25,2015-03-20,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0220_FD02618,41.963767,-70.2042
80,2015-03-20,Aerial,2015,,42.10833333,-70.16667
34,2015-03-20,Zooplankton,2015,,41.97,-70.43
22,2015-03-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,41.9678,-70.255667
23,2015-03-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0171_FD02646,41.956767,-70.2314
24,2015-03-21,Acoustic,2015,2015_BRP_CCB_S1059_Dep24_20150217_PU0214_FD02630,41.937533,-70.2374
